property_id,property_type,bhk,bathrooms,balcony,floor_number,total_floors,area_sqft,property_age,furnished_status,parking_availability,city,area,locality,pincode,hospital_distance_km,school_distance_km,metro_distance_km,mall_distance_km,airport_distance_km,population_density,crime_index,infrastructure_growth_score,price
10409,Villa,1,1,2.0,26,29,590,0,Fully Furnished,Yes,Pune,East,Kothrud,677582,3.4,0.6,10.8,7.3,32.0,5521,57.5,63.5,12221000.0
10410,Villa,3,3,2.0,26,33,1128,0,Semi Furnished,Yes,Mumbai,East,Juhu,680204,1.9,1.3,2.5,23.0,12.7,22768,35.9,67.1,64854000.0
10411,Apartment,3,3,1.0,18,20,1288,4,Semi Furnished,Yes,Ahmedabad,North,Bopal,961507,0.9,1.4,3.6,2.4,12.2,5149,8.7,47.5,10176000.0
10412,Apartment,3,3,1.0,31,36,1093,0,Unfurnished,Yes,Ahmedabad,East,Prahlad Nagar,946560,3.1,0.8,0.9,1.6,29.8,4870,14.1,63.9,12449000.0
10413,Independent House,2,2,3.0,16,21,771,2,Semi Furnished,Yes,Delhi,Central,Pitampura,187827,1.9,1.6,0.8,1.1,18.9,12672,21.4,70.1,21746000.0
10414,Penthouse,1,1,3.0,14,38,631,1,Semi Furnished,Yes,Delhi,East,Dwarka,354843,1.3,0.6,1.4,4.8,8.1,11520,54.2,57.0,23266000.0
10415,Apartment,3,4,2.0,1,2,1059,0,Semi Furnished,Yes,Noida,East,Greater Noida,475583,3.2,1.7,16.0,7.8,18.1,6488,33.3,50.2,8662000.0
10416,Apartment,3,3,1.0,2,11,1195,2,Unfurnished,No,Ahmedabad,South,Prahlad Nagar,814125,2.4,0.4,0.9,2.8,30.1,6853,39.9,55.2,8780000.0
10417,Villa,3,4,2.0,6,12,1189,12,Unfurnished,Yes,Kolkata,Central,Howrah,864296,1.6,3.5,2.0,1.8,20.9,23054,48.8,57.8,12621000.0
10418,Independent House,3,3,2.0,7,14,1139,9,Fully Furnished,No,Mumbai,North,Juhu,940730,0.9,3.1,2.6,0.1,38.7,19657,18.9,51.8,37736000.0
10419,Independent House,2,3,2.0,4,16,930,2,Unfurnished,No,Bangalore,North,Indiranagar,386103,2.1,1.0,8.3,1.9,22.0,3799,42.0,87.4,15073000.0
10420,Independent House,2,2,1.0,18,18,814,1,Fully Furnished,Yes,Chennai,North,Porur,713507,4.0,0.2,0.5,0.1,30.1,8065,49.5,,15120000.0
10421,Plot,3,4,3.0,4,4,1225,2,Unfurnished,No,Delhi,West,Vasant Kunj,874234,0.3,1.8,8.2,6.8,35.7,12051,65.3,29.5,10757000.0
10422,Apartment,3,4,1.0,3,4,1104,8,Fully Furnished,No,Hyderabad,South,HITEC City,979991,0.7,2.2,3.4,3.9,24.9,2576,60.2,63.4,11340000.0
10423,Apartment,3,3,1.0,0,20,1284,3,Unfurnished,Yes,Pune,West,Baner,361203,2.6,2.3,5.1,3.0,26.1,4161,46.2,78.8,11391000.0
10424,Villa,4,5,1.0,1,11,1374,5,Unfurnished,Yes,Bangalore,North,Electronic City,348020,0.1,4.3,2.8,1.4,18.5,3050,32.2,31.3,23519000.0
10425,Independent House,4,4,1.0,2,18,1363,23,Semi Furnished,No,Ahmedabad,North,Bopal,145269,5.7,1.0,0.1,3.0,30.4,7356,59.5,66.7,10807000.0
10426,Villa,1,1,0.0,14,16,634,5,Semi Furnished,Yes,Jaipur,South,Jagatpura,775892,1.3,0.5,6.6,3.5,18.3,6567,44.8,52.4,6367000.0
10427,Penthouse,3,2,3.0,23,34,1196,2,Semi Furnished,Yes,Bangalore,East,Indiranagar,124642,0.6,0.2,2.8,0.6,34.5,3484,54.1,55.6,36856000.0
10428,Independent House,3,2,2.0,1,11,1265,0,Fully Furnished,Yes,Ahmedabad,Central,Maninagar,239085,0.9,0.1,3.0,3.2,5.2,8092,72.7,62.1,13405000.0
10429,Independent House,2,2,0.0,4,20,928,4,Semi Furnished,No,Mumbai,North,Borivali,157595,2.5,3.1,4.0,14.1,5.9,20197,28.8,67.9,28909000.0
10430,Apartment,5,5,2.0,3,26,1820,8,Fully Furnished,Yes,Ahmedabad,Central,Bopal,700595,0.8,3.6,2.3,15.8,24.6,5467,55.6,34.6,12806000.0
10431,Apartment,3,2,,29,37,1084,3,Unfurnished,No,Mumbai,East,Bandra,782208,4.0,0.9,3.4,2.7,35.2,22418,25.2,67.4,35479000.0
10432,Independent House,3,3,2.0,4,5,1133,4,Unfurnished,Yes,Mumbai,East,Bandra,754333,0.3,0.5,5.6,6.0,34.6,19242,56.7,51.3,30548000.0
10433,Apartment,5,5,2.0,13,16,1561,10,Fully Furnished,No,Pune,South,Kothrud,995783,1.5,2.5,0.6,2.2,14.2,7538,40.3,57.3,19550000.0
10434,Apartment,2,2,3.0,6,7,859,14,Fully Furnished,Yes,Hyderabad,East,Banjara Hills,694299,0.1,2.4,4.0,1.5,26.6,3303,40.0,57.3,9007000.0
10435,Plot,1,1,1.0,26,26,597,12,Semi Furnished,Yes,Jaipur,Central,Mansarovar,465882,2.3,1.8,2.3,17.2,18.9,6893,33.5,69.5,3414000.0
10436,Plot,2,2,2.0,26,27,782,3,Fully Furnished,Yes,Bangalore,South,HSR Layout,588187,0.1,0.7,6.8,5.5,36.1,3715,44.0,65.7,8966000.0
10437,Apartment,1,1,0.0,20,26,724,2,Semi Furnished,Yes,Delhi,West,Rohini,676793,1.9,0.4,5.1,19.4,20.8,12698,42.5,49.7,12337000.0
10438,Independent House,2,1,3.0,7,26,947,5,Unfurnished,Yes,Hyderabad,North,Gachibowli,844208,10.4,0.1,0.8,0.2,21.2,3831,60.5,58.0,14577000.0
10439,Apartment,5,5,2.0,0,7,1618,3,Semi Furnished,Yes,Hyderabad,West,Banjara Hills,593500,1.0,2.5,2.3,2.4,32.6,3230,54.6,54.6,18731000.0
10440,Apartment,5,6,1.0,0,2,1675,0,Semi Furnished,Yes,Bangalore,East,HSR Layout,672614,4.4,0.6,0.3,6.3,25.5,5579,44.2,46.6,22972000.0
10441,Villa,3,3,1.0,13,13,1116,4,Semi Furnished,Yes,Kolkata,South,Rajarhat,259182,0.7,0.5,0.7,1.7,28.5,22857,82.9,39.0,15571000.0
10442,Independent House,3,3,2.0,6,14,1132,3,Unfurnished,Yes,Kolkata,West,Rajarhat,297476,0.8,0.5,3.1,3.2,12.6,23538,55.7,54.9,11005000.0
10443,Apartment,2,2,2.0,12,17,940,1,Unfurnished,Yes,Jaipur,West,Malviya Nagar,220057,7.3,5.4,0.3,17.4,33.3,8179,68.3,74.5,7532000.0
10444,Apartment,3,2,0.0,10,10,1148,1,Unfurnished,Yes,Noida,South,Sector 18,352218,5.4,4.6,0.1,1.4,51.9,6347,61.7,44.3,10818000.0
10445,Apartment,2,2,1.0,35,40,901,9,Semi Furnished,Yes,Delhi,South,Saket,978863,1.7,6.7,,0.9,29.9,12305,48.8,50.0,16189000.0
10446,Penthouse,2,2,1.0,2,3,747,5,Unfurnished,No,Kolkata,South,Salt Lake,986920,2.5,4.9,0.5,8.1,22.3,22547,18.9,53.7,11677000.0
10447,Villa,2,2,3.0,26,36,965,12,Fully Furnished,Yes,Bangalore,East,Koramangala,340414,1.3,0.4,3.7,1.2,23.9,3337,25.5,64.7,25263000.0
10448,Apartment,3,3,3.0,1,13,1254,39,Unfurnished,Yes,Pune,West,Hinjewadi,263717,9.3,0.4,2.6,1.7,12.7,6958,43.1,46.2,8810000.0
10449,Apartment,1,1,2.0,0,4,732,19,Unfurnished,No,Hyderabad,South,Madhapur,171367,1.8,2.0,8.2,0.1,1.0,2693,39.5,43.6,5348000.0
10450,Villa,2,2,0.0,2,24,857,1,Semi Furnished,Yes,Noida,West,Sector 137,290965,1.4,4.1,3.8,3.5,34.6,7050,51.3,30.4,11096000.0
10451,Villa,3,2,3.0,0,7,1228,12,Semi Furnished,Yes,Kolkata,West,Howrah,513550,4.8,2.3,0.9,1.7,8.9,23750,28.4,39.0,14742000.0
10452,Independent House,3,3,0.0,12,31,1184,5,Unfurnished,Yes,Noida,South,Greater Noida,265355,1.5,2.1,2.2,5.1,22.4,3586,47.8,30.7,13244000.0
10453,Apartment,2,2,3.0,16,23,830,7,Unfurnished,Yes,Ahmedabad,West,Satellite,575640,1.4,3.3,1.5,6.3,22.0,7280,36.2,53.0,6733000.0
10454,Penthouse,2,2,1.0,6,32,875,10,Semi Furnished,No,Jaipur,South,Malviya Nagar,888868,0.4,0.7,3.4,2.2,37.2,8438,45.2,38.6,10235000.0
10455,Apartment,4,4,2.0,13,26,1392,0,Fully Furnished,Yes,Ahmedabad,North,Bopal,686468,1.5,3.4,17.4,8.7,11.4,5828,32.5,41.9,11310000.0
10456,Apartment,1,1,0.0,33,37,463,4,Semi Furnished,Yes,Hyderabad,West,Banjara Hills,576440,3.0,0.5,2.1,3.9,16.1,1606,29.5,70.6,7356000.0
10457,Apartment,3,3,1.0,2,13,1165,2,Fully Furnished,Yes,Delhi,Central,Rohini,464006,2.1,1.7,0.2,14.3,29.8,12538,48.1,37.2,21782000.0
10458,Apartment,2,2,1.0,5,6,810,14,Fully Furnished,No,Bangalore,Central,HSR Layout,667017,1.3,1.5,3.0,5.7,15.9,4960,46.2,,10813000.0
10459,Penthouse,3,3,0.0,2,27,1065,3,Fully Furnished,Yes,Mumbai,South,Thane,292359,6.3,1.1,,11.0,25.5,20695,39.4,46.4,50899000.0
10460,Independent House,3,3,1.0,23,38,1162,25,Unfurnished,No,Chennai,North,Adyar,309905,0.7,4.6,1.1,7.8,41.8,8528,33.0,48.5,13314000.0
10461,Villa,4,3,2.0,11,25,1372,1,Fully Furnished,No,Hyderabad,Central,Madhapur,945149,6.1,1.5,3.3,20.4,29.6,2932,31.1,50.7,31187000.0
10462,Apartment,3,3,2.0,5,36,1070,5,Semi Furnished,Yes,Chennai,Central,Velachery,906558,1.7,4.1,1.7,3.6,29.8,7988,70.3,49.0,10502000.0
10463,Apartment,1,1,1.0,2,2,662,7,Fully Furnished,Yes,Noida,South,Sector 18,454472,1.6,3.6,0.8,2.0,27.6,6043,32.2,75.2,7190000.0
10464,Apartment,4,4,0.0,0,33,1331,7,Fully Furnished,No,Jaipur,East,C-Scheme,466174,4.6,2.3,0.5,1.0,46.8,7413,53.9,33.1,8834000.0
10465,Independent House,3,3,1.0,3,36,1081,2,Fully Furnished,Yes,Delhi,West,Pitampura,345142,0.7,2.9,0.8,2.8,11.2,10875,23.9,53.0,28331000.0
10466,Independent House,4,4,2.0,23,26,1494,4,Unfurnished,No,Bangalore,West,Koramangala,210557,2.5,5.0,6.4,5.3,23.0,4764,48.2,72.9,28289000.0
10467,Apartment,4,4,1.0,6,18,1412,0,Unfurnished,Yes,Bangalore,North,HSR Layout,440022,4.9,4.6,8.3,1.2,6.9,3854,17.9,44.5,16565000.0
10468,Apartment,3,3,1.0,10,12,1176,5,Unfurnished,Yes,Bangalore,West,Koramangala,524712,2.0,2.7,5.7,1.8,12.2,3280,,48.6,14355000.0
10469,Apartment,5,4,0.0,4,5,1775,1,Semi Furnished,No,Ahmedabad,North,Bopal,989922,4.0,2.4,10.5,2.8,20.9,5415,44.4,36.0,12160000.0
10470,Plot,3,3,2.0,16,39,1131,24,Semi Furnished,Yes,Chennai,West,Adyar,919709,2.9,4.7,0.8,7.0,21.0,5255,50.4,66.9,7468000.0
10471,Apartment,3,2,2.0,5,8,1099,0,Unfurnished,Yes,Chennai,West,OMR,670888,1.4,0.9,3.2,1.9,21.4,8827,,65.3,11726000.0
10472,Apartment,3,3,1.0,12,27,1100,2,Unfurnished,Yes,Jaipur,East,Mansarovar,627425,1.1,0.3,8.4,5.5,34.9,4886,67.3,54.1,6072000.0
10473,Apartment,3,3,2.0,1,1,1298,21,Fully Furnished,Yes,Ahmedabad,Central,Prahlad Nagar,509157,0.6,1.9,0.1,3.7,32.5,4673,31.0,62.5,9238000.0
10474,Apartment,3,3,3.0,3,10,1142,1,Semi Furnished,Yes,Mumbai,West,Bandra,593831,1.4,2.4,0.2,1.3,20.1,19172,58.8,43.3,30923000.0
10475,Apartment,4,5,2.0,38,39,1325,1,Fully Furnished,Yes,Kolkata,Central,New Town,713803,1.8,3.5,0.2,5.4,24.4,25556,62.9,66.5,17937000.0
10476,Independent House,3,3,2.0,13,26,1160,4,Unfurnished,Yes,Bangalore,South,Indiranagar,993340,0.1,0.2,1.8,4.9,7.6,4389,43.8,64.3,24092000.0
10477,Penthouse,3,3,3.0,19,25,1100,5,Fully Furnished,Yes,Delhi,North,Rohini,983063,2.2,1.2,2.8,3.3,24.6,9192,69.6,46.1,37094000.0
10478,Apartment,3,3,1.0,0,15,1117,4,Fully Furnished,Yes,Mumbai,East,Bandra,944757,6.2,0.8,9.7,0.1,25.1,21852,20.4,80.9,28487000.0
10479,Apartment,1,1,2.0,1,2,780,5,Unfurnished,Yes,Hyderabad,East,Jubilee Hills,455592,1.1,1.6,1.1,1.0,30.1,3499,70.9,53.2,8059000.0
10480,Villa,2,2,2.0,10,29,910,14,Fully Furnished,Yes,Bangalore,North,Electronic City,850697,,0.2,4.7,2.2,30.2,4082,41.5,39.4,15326000.0
10481,Independent House,2,2,2.0,25,29,797,9,Semi Furnished,Yes,Delhi,Central,Vasant Kunj,259602,0.7,0.3,2.8,5.5,39.3,9433,63.1,56.3,17603000.0
10482,Apartment,3,3,1.0,6,36,1114,3,Semi Furnished,Yes,Kolkata,West,Rajarhat,876847,2.9,6.0,0.2,3.0,21.1,24442,36.0,64.0,10857000.0
10483,Plot,4,3,2.0,19,29,1251,5,Fully Furnished,Yes,Ahmedabad,East,Prahlad Nagar,532461,2.0,1.1,1.1,8.9,39.9,5969,40.8,58.8,8111000.0
10484,Independent House,3,2,1.0,2,15,1089,5,Semi Furnished,No,Delhi,West,Saket,135333,0.6,0.7,5.8,7.1,27.9,11898,41.4,21.9,16094000.0
10485,Apartment,5,5,1.0,14,21,1730,1,Semi Furnished,Yes,Mumbai,West,Andheri,657131,7.3,1.2,0.2,4.6,32.8,22479,32.9,50.7,53020000.0
10486,Villa,1,2,3.0,10,12,592,0,Fully Furnished,No,Jaipur,West,Mansarovar,692290,4.2,1.5,0.8,3.7,34.5,7964,43.4,38.5,8270000.0
10487,Independent House,3,3,3.0,14,26,1361,11,Semi Furnished,No,Mumbai,North,Juhu,767916,5.7,0.9,5.1,6.5,9.2,19821,56.7,36.8,31723000.0
10488,Villa,2,2,,0,17,690,18,Fully Furnished,Yes,Noida,Central,Sector 18,925285,1.6,1.6,14.4,12.8,51.6,5239,44.1,53.3,7869000.0
10489,Apartment,1,1,1.0,3,6,614,0,Semi Furnished,No,Pune,South,Baner,125697,0.1,0.5,4.0,4.3,3.1,6563,33.5,77.5,6962000.0
10490,Apartment,4,4,1.0,30,38,1409,0,Unfurnished,Yes,Bangalore,East,Whitefield,187771,0.4,6.6,3.4,6.1,42.5,4463,41.2,55.0,22550000.0
10491,Apartment,2,3,0.0,7,10,904,0,Semi Furnished,Yes,Delhi,South,Rohini,456119,0.2,1.8,0.1,16.1,36.7,9792,62.6,45.3,17409000.0
10492,Independent House,2,2,0.0,31,38,945,14,Semi Furnished,No,Mumbai,North,Bandra,645488,0.8,1.3,0.6,8.6,21.2,22425,44.5,48.7,33780000.0
10493,Apartment,2,1,2.0,18,33,878,4,Fully Furnished,Yes,Delhi,West,Saket,310363,9.5,5.8,0.3,0.7,23.0,9040,47.2,45.6,18965000.0
10494,Apartment,4,4,0.0,6,8,1500,4,Semi Furnished,Yes,Mumbai,West,Worli,451707,0.6,2.5,5.7,1.7,32.8,19259,55.0,65.1,33725000.0
10495,Independent House,3,3,0.0,1,9,1051,4,Semi Furnished,No,Pune,West,Baner,925069,0.2,2.7,2.9,0.9,36.2,3822,29.8,61.0,14583000.0
10496,Apartment,2,1,1.0,2,10,880,5,Semi Furnished,Yes,Delhi,South,Saket,533616,1.1,0.7,11.4,14.3,19.3,11816,45.8,54.4,12285000.0
10497,Independent House,2,2,1.0,0,1,810,0,Unfurnished,No,Chennai,West,Adyar,853261,2.5,1.6,1.7,4.6,39.6,7035,28.2,47.0,11001000.0
10498,Apartment,2,2,1.0,21,23,860,17,Unfurnished,No,Chennai,North,Anna Nagar,804044,0.2,3.0,3.5,16.8,30.8,8197,32.1,51.9,8292000.0
10499,Apartment,2,2,1.0,5,25,879,8,Fully Furnished,Yes,Delhi,East,Lajpat Nagar,426738,3.3,0.9,2.3,0.6,21.0,9964,67.7,52.1,12830000.0
10500,Apartment,4,4,3.0,3,34,1449,18,Unfurnished,No,Mumbai,East,Bandra,751343,3.2,0.3,1.5,10.0,34.4,22009,34.8,51.5,26872000.0
10501,Penthouse,4,5,3.0,15,26,1318,0,Semi Furnished,Yes,Mumbai,East,Navi Mumbai,724244,1.4,1.0,7.9,1.3,33.5,19309,4.7,59.8,74924000.0
10502,Independent House,5,5,0.0,1,17,1627,7,Fully Furnished,No,Mumbai,West,Bandra,523435,0.4,1.3,9.4,1.1,26.9,19234,44.5,64.4,47641000.0
10503,Apartment,4,4,3.0,9,27,1401,11,Semi Furnished,Yes,Kolkata,North,New Town,401203,1.7,2.4,3.9,2.7,33.7,23958,58.3,86.5,11413000.0
10504,Penthouse,4,5,,4,33,1411,13,Semi Furnished,Yes,Bangalore,North,Whitefield,181882,1.0,0.1,8.7,8.0,27.9,4123,52.8,28.2,26190000.0
10505,Independent House,4,4,1.0,5,7,1311,2,Unfurnished,Yes,Ahmedabad,West,Maninagar,355008,0.5,0.1,1.5,1.0,32.1,7359,68.0,83.9,14520000.0
10506,Apartment,5,5,2.0,0,1,1668,2,Unfurnished,Yes,Bangalore,Central,Electronic City,898623,4.7,13.3,1.0,4.3,23.2,3980,45.9,72.7,23076000.0
10507,Apartment,4,4,2.0,19,23,1493,14,Fully Furnished,Yes,Hyderabad,East,HITEC City,266451,2.3,0.3,1.6,0.8,34.9,2031,29.5,,18138000.0
10508,Apartment,3,2,0.0,7,17,1242,5,Semi Furnished,Yes,Hyderabad,South,Banjara Hills,916415,1.5,2.3,3.1,5.8,10.7,2586,50.9,61.0,15352000.0
10509,Villa,2,2,2.0,22,35,877,5,Fully Furnished,Yes,Kolkata,East,New Town,987001,1.1,2.1,3.3,3.4,20.1,25977,0.0,55.2,13616000.0
10510,Villa,3,3,2.0,17,26,1191,1,Fully Furnished,Yes,Delhi,West,Rohini,688131,0.4,3.2,,1.1,26.7,9777,52.9,73.1,40228000.0
10511,Apartment,3,3,3.0,12,15,1137,0,Semi Furnished,Yes,Mumbai,North,Andheri,861954,6.2,0.9,4.3,1.9,14.8,21209,,74.9,31223000.0
10512,Apartment,3,3,3.0,16,24,1235,8,Semi Furnished,Yes,Chennai,South,Velachery,991169,3.7,0.4,9.7,0.4,24.3,8389,19.0,49.9,12506000.0
10513,Apartment,3,2,3.0,0,23,1204,0,Fully Furnished,No,Bangalore,South,Whitefield,441021,10.5,1.5,3.8,18.3,37.3,5498,40.2,55.7,15946000.0
10514,Apartment,3,3,1.0,2,20,1057,3,Unfurnished,Yes,Hyderabad,North,Gachibowli,324062,5.8,3.4,1.6,0.3,36.3,3219,18.3,47.1,11660000.0
10515,Apartment,2,2,2.0,27,28,887,14,Semi Furnished,Yes,Pune,East,Viman Nagar,796339,3.4,2.4,1.0,0.3,25.0,6084,45.9,54.2,9764000.0
10516,Apartment,2,2,3.0,13,13,847,16,Semi Furnished,Yes,Hyderabad,West,HITEC City,936769,4.9,2.3,2.8,2.0,21.8,2227,32.4,56.9,8268000.0
10517,Apartment,4,4,0.0,11,19,1392,3,Semi Furnished,No,Pune,North,Kothrud,239003,2.2,1.1,0.2,1.7,22.8,4269,59.9,68.6,17181000.0
10518,Penthouse,3,3,2.0,17,39,1057,3,Fully Furnished,Yes,Chennai,West,Anna Nagar,798500,7.1,0.4,2.1,1.8,9.3,8286,23.4,50.9,31212000.0
10519,Apartment,2,2,0.0,13,13,890,6,Fully Furnished,Yes,Kolkata,South,Rajarhat,518938,0.2,3.2,2.5,5.2,30.2,22514,23.7,68.1,9110000.0
10520,Apartment,4,3,3.0,0,7,1387,28,Unfurnished,Yes,Kolkata,East,Rajarhat,712314,0.6,1.1,1.7,1.2,35.8,25810,49.7,66.2,8467000.0
10521,Apartment,2,2,0.0,1,1,889,4,Unfurnished,Yes,Chennai,West,OMR,255256,0.6,2.5,5.4,0.2,14.9,7080,53.2,53.0,7984000.0
10522,Apartment,3,2,2.0,8,10,1170,10,Fully Furnished,Yes,Pune,South,Wakad,575147,2.3,4.0,1.6,0.5,30.8,7288,52.8,65.0,12892000.0
10523,Independent House,2,2,2.0,1,3,776,4,Unfurnished,Yes,Jaipur,West,Mansarovar,768493,2.4,1.9,4.8,5.5,26.8,6442,46.3,48.6,5695000.0
10524,Villa,4,4,1.0,5,26,1462,0,Unfurnished,Yes,Bangalore,North,Koramangala,381923,1.8,3.9,3.5,2.2,25.6,5061,31.5,84.6,37313000.0
10525,Apartment,3,2,2.0,0,6,1217,6,Fully Furnished,Yes,Bangalore,West,Koramangala,921817,2.6,4.5,4.3,30.0,29.0,4222,44.8,38.8,14022000.0
10526,Apartment,3,3,1.0,20,24,1262,2,Unfurnished,No,Ahmedabad,Central,Bopal,916668,6.0,2.3,0.1,3.2,21.7,5498,53.9,67.3,11984000.0
10527,Apartment,4,4,1.0,10,11,1392,6,Fully Furnished,No,Chennai,North,Porur,176043,0.6,1.5,7.8,10.6,29.5,8048,38.2,41.5,12851000.0
10528,Apartment,4,4,1.0,1,6,1420,2,Semi Furnished,Yes,Mumbai,South,Bandra,924227,0.1,0.1,3.4,1.8,30.8,21929,48.4,65.7,32282000.0
10529,Villa,3,3,2.0,23,29,1233,3,Fully Furnished,No,Jaipur,South,Mansarovar,370501,5.3,5.7,0.1,8.0,35.8,6985,49.3,61.0,18413000.0
10530,Apartment,4,4,1.0,35,40,1343,5,Unfurnished,Yes,Mumbai,West,Worli,413489,0.8,1.2,1.6,6.7,20.2,20529,54.5,49.6,42261000.0
10531,Independent House,3,3,3.0,1,35,1189,2,Fully Furnished,Yes,Kolkata,West,Behala,128851,2.8,2.6,1.9,5.7,13.9,23134,67.5,65.6,14403000.0
10532,Villa,3,3,1.0,4,33,1091,21,Semi Furnished,No,Kolkata,South,New Town,949187,2.1,3.8,3.2,22.7,29.0,22132,58.4,44.5,8797000.0
10533,Apartment,3,3,2.0,15,31,1191,5,Unfurnished,Yes,Noida,South,Sector 62,814635,0.6,0.8,0.1,1.0,28.4,6365,,49.3,12955000.0
10534,Apartment,2,1,1.0,1,15,931,20,Unfurnished,Yes,Mumbai,East,Juhu,741183,7.9,1.9,2.3,6.4,18.5,22591,25.9,34.7,15935000.0
10535,Penthouse,1,1,2.0,2,8,578,0,Semi Furnished,No,Chennai,South,Anna Nagar,669425,13.6,0.3,5.0,17.6,34.4,7031,34.0,42.2,11201000.0
10536,Apartment,4,4,1.0,1,5,1440,2,Semi Furnished,Yes,Bangalore,West,Koramangala,660413,3.6,4.3,1.7,3.1,33.6,2527,28.6,52.2,19393000.0
10537,Apartment,2,2,2.0,20,25,864,5,Fully Furnished,No,Bangalore,West,Electronic City,790467,0.5,0.1,9.1,4.4,28.6,3954,,65.0,11801000.0
10538,Apartment,3,4,2.0,0,31,1137,15,Semi Furnished,Yes,Mumbai,South,Bandra,407278,4.2,2.8,0.5,4.1,18.8,19743,84.5,70.2,21639000.0
10539,Villa,2,2,1.0,3,40,965,4,Unfurnished,No,Chennai,South,Nungambakkam,756863,2.5,4.4,2.4,6.6,24.1,6800,50.9,77.2,15792000.0
10540,Apartment,3,3,1.0,15,21,1236,8,Semi Furnished,No,Hyderabad,Central,Gachibowli,309913,0.3,3.2,0.3,9.0,41.4,3609,49.1,81.1,18893000.0
10541,Penthouse,2,2,2.0,11,18,933,6,Fully Furnished,No,Mumbai,East,Andheri,385144,9.5,3.3,2.3,1.6,23.1,19182,45.6,52.1,46473000.0
10542,Villa,4,5,3.0,12,13,1401,0,Fully Furnished,Yes,Pune,East,Viman Nagar,354324,12.5,0.5,0.1,0.1,21.8,7248,86.0,40.4,24274000.0
10543,Plot,5,5,0.0,9,16,1706,7,Unfurnished,Yes,Kolkata,East,Behala,544931,3.6,0.6,0.7,2.1,46.3,23698,39.5,66.4,9923000.0
10544,Apartment,5,6,2.0,13,13,1623,6,Fully Furnished,No,Ahmedabad,North,Prahlad Nagar,715994,6.8,1.4,0.7,4.2,28.8,7357,45.7,68.0,16059000.0
10545,Independent House,3,2,2.0,6,16,1221,2,Semi Furnished,Yes,Jaipur,North,Vaishali Nagar,926793,13.5,0.9,4.6,1.4,23.3,8344,58.3,64.0,10124000.0
10546,Apartment,5,4,1.0,12,30,1600,5,Fully Furnished,Yes,Bangalore,North,Koramangala,404764,0.7,0.4,5.9,7.7,37.7,3963,14.7,15.4,19078000.0
10547,Apartment,3,3,1.0,6,18,1132,0,Fully Furnished,No,Noida,South,Sector 50,963388,2.0,2.0,25.7,5.0,48.6,5206,22.8,54.7,10979000.0
10548,Plot,3,3,2.0,17,25,1075,0,Fully Furnished,No,Jaipur,South,Jagatpura,564170,1.3,1.7,0.1,2.8,39.0,5448,71.9,30.5,5763000.0
10549,Apartment,2,2,2.0,26,35,893,9,Fully Furnished,Yes,Delhi,Central,Saket,804686,1.4,0.5,,7.3,27.0,11679,20.6,61.2,18232000.0
10550,Penthouse,4,4,3.0,3,29,1521,13,Fully Furnished,Yes,Mumbai,Central,Borivali,256833,0.4,2.7,13.0,5.7,30.0,19857,24.5,29.6,54859000.0
10551,Apartment,2,2,3.0,4,4,1021,5,Fully Furnished,Yes,Bangalore,East,Whitefield,770037,0.1,0.2,0.7,2.1,49.2,4604,43.4,57.0,15366000.0
10552,Penthouse,3,3,1.0,15,31,1280,5,Unfurnished,No,Bangalore,East,Electronic City,524050,1.8,0.9,,4.7,18.3,2595,23.0,63.3,31721000.0
10553,Apartment,4,4,1.0,15,39,1348,0,Fully Furnished,Yes,Chennai,North,Velachery,579274,4.3,4.7,1.0,13.9,20.3,7699,41.9,29.8,18464000.0
10554,Independent House,3,3,1.0,27,31,1366,2,Semi Furnished,Yes,Chennai,North,Anna Nagar,486908,0.3,1.5,2.9,0.8,28.5,7269,36.0,69.5,25374000.0
10555,Apartment,1,1,3.0,13,27,744,33,Semi Furnished,No,Kolkata,South,Salt Lake,365414,3.0,4.2,3.8,0.6,45.1,22794,60.6,64.5,4761000.0
10556,Apartment,3,3,3.0,1,15,1231,8,Semi Furnished,Yes,Hyderabad,South,Jubilee Hills,760690,1.2,1.2,4.7,2.4,20.8,3473,27.8,69.3,12108000.0
10557,Independent House,4,4,2.0,5,18,1419,1,Semi Furnished,Yes,Mumbai,South,Navi Mumbai,530654,3.9,1.4,4.7,5.2,1.0,21634,76.4,85.6,44792000.0
10558,Independent House,2,2,3.0,1,23,775,18,Unfurnished,No,Jaipur,West,Malviya Nagar,387202,3.5,3.1,2.0,6.8,34.0,7204,37.7,34.8,4304000.0
10559,Apartment,3,3,1.0,9,25,1099,8,Fully Furnished,Yes,Bangalore,North,Koramangala,712464,0.7,0.5,5.8,2.1,6.2,3126,33.5,28.3,12585000.0
10560,Apartment,4,4,2.0,3,4,1366,9,Fully Furnished,Yes,Noida,North,Sector 62,983779,0.6,1.3,3.6,3.8,19.1,4571,59.6,28.5,10990000.0
10561,Apartment,5,5,2.0,3,5,1638,9,Fully Furnished,Yes,Mumbai,East,Juhu,845521,4.1,0.3,0.1,0.4,22.4,19540,33.1,57.7,41107000.0
10562,Apartment,3,3,2.0,1,2,1115,0,Semi Furnished,No,Noida,North,Sector 50,970287,0.1,0.1,3.7,15.9,15.9,5619,60.0,54.7,10207000.0
10563,Apartment,1,1,2.0,17,21,647,7,Fully Furnished,Yes,Mumbai,North,Worli,562200,3.8,1.7,4.6,2.4,22.0,21812,43.1,55.0,14986000.0
